all_planet_names,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date,visibility_from_naked_eyes
Kepler-133 c,653.6,8.45,12.896,2014,not visible
Kepler-130 b,316.663,1.04,11.572,2014,not visible
Kepler-130 d,316.663,3.33,11.572,2014,not visible
Kepler-131 b,228.678,16.13,11.493,2014,not visible
Kepler-132 b,349.549,1.92,11.922,2014,not visible
Kepler-132 d,349.549,3.02,11.922,2014,not visible
Kepler-133 b,653.6,3.75,12.896,2014,not visible
Kepler-134 b,334.797,4.66,12.318,2014,not visible
Kepler-138 d,66.8624,2.1,13.04,2014,not visible
Kepler-135 b,621.855,3.93,12.794,2014,not visible
Kepler-135 c,621.855,1.65,12.794,2014,not visible
Kepler-136 b,420.818,19.8,11.822,2014,not visible
Kepler-137 b,302.979,2.76,13.063,2014,not visible
Kepler-137 c,302.979,4.19,13.063,2014,not visible
Kepler-138 b,66.8624,0.07,13.04,2014,not visible
Kepler-352 c,252.733,2.07,13.142,2014,not visible
Kepler-409 b,68.173,6.0,9.636,2014,not visible
Kepler-354 b,554.064,4.04,15.771,2014,not visible
Kepler-261 b,317.499,5.39,13.738,2014,not visible
HD 103720 b,45.5352,806.0,9.5,2014,not visible
HD 100546 b,109.677,11050.0,6.69,2014,not visible
HD 75784 b,85.4321,,7.84,2014,not visible
Kepler-259 b,1002.14,8.25,15.378,2014,not visible
Kepler-259 c,1002.14,7.75,15.378,2014,not visible
Kepler-260 c,627.365,3.68,14.253,2014,not visible
Kepler-261 c,317.499,4.66,13.738,2014,not visible
HD 114613 b,20.4628,464.1,4.847,2014,visible
Kepler-262 c,613.129,3.33,14.478,2014,not visible
Kepler-263 b,754.747,7.61,15.435,2014,not visible
Kepler-263 c,754.747,6.66,15.435,2014,not visible
Kepler-264 b,942.173,11.1,13.15,2014,not visible
Kepler-265 b,1280.25,4.12,15.47,2014,not visible
Kepler-265 c,1280.25,7.41,15.47,2014,not visible
HD 108341 b,48.9102,2925.0,9.38,2014,not visible
HD 10442 b,135.374,1933.1,7.828,2014,not visible
Kepler-280 b,780.361,2.7,14.35,2014,not visible
Kepler-257 d,780.256,21.7,15.652,2014,not visible
Kepler-255 c,1052.53,9.22,15.699,2014,not visible
Kepler-256 b,1026.43,3.15,15.178,2014,not visible
Kepler-256 c,1026.43,5.27,15.178,2014,not visible
Kepler-256 d,1026.43,6.71,15.178,2014,not visible
Kepler-257 b,780.256,7.32,15.652,2014,not visible
Kepler-257 c,780.256,25.2,15.652,2014,not visible
Kepler-258 c,575.988,12.7,15.49,2014,not visible
HD 4203 c,81.3795,2821.0,8.7,2014,not visible
Kepler-221 b,385.231,3.57,13.97,2014,not visible
Kepler-222 c,758.854,19.4,15.407,2014,not visible
Kepler-223 d,1859.71,8.0,15.69,2014,not visible
Kepler-224 d,782.088,5.9,15.801,2014,not visible
HD 564 b,51.1659,429.0,8.32,2014,not visible
HD 5319 c,121.405,1368.9,8.05,2014,not visible
Kepler-265 d,1280.25,6.76,15.47,2014,not visible
Kepler-266 b,1370.79,6.71,15.787,2014,not visible
Kepler-266 c,1370.79,14.4,15.787,2014,not visible
Kepler-275 b,2034.25,6.08,15.289,2014,not visible
Kepler-272 c,889.608,400.4,14.811,2014,not visible
Kepler-272 d,889.608,5.69,14.811,2014,not visible
Kepler-273 b,713.964,2.86,15.1,2014,not visible
Kepler-273 c,713.964,4.58,15.1,2014,not visible
Kepler-274 b,1333.62,2.99,15.238,2014,not visible
Kepler-274 c,1333.62,4.04,15.238,2014,not visible
Kepler-275 c,2034.25,11.4,15.289,2014,not visible
Kepler-267 b,264.993,37.9,16.69,2014,not visible
Kepler-275 d,2034.25,11.1,15.289,2014,not visible
Kepler-276 b,1144.86,8.6,15.481,2014,not visible
HD 30669 b,58.0844,611.0,9.12,2014,not visible
Kepler-354 c,554.064,2.27,15.771,2014,not visible
HD 14067 b,142.024,19890.0,6.53329,2014,not visible
Kepler-278 c,443.03,12.6,11.811,2014,not visible
Kepler-24 d,1156.81,3.43,15.04,2014,not visible
Kepler-236 c,288.763,4.66,16.014,2014,not visible
Kepler-235 c,428.018,2.18,16.567,2014,not visible
Kepler-233 c,856.417,7.8,15.477,2014,not visible
Kepler-231 b,316.618,35.4,15.813,2014,not visible
Kepler-229 c,826.265,21.5,16.22,2014,not visible
Kepler-228 b,1644.61,2.96,15.902,2014,not visible
Kepler-226 c,980.138,184.6,15.563,2014,not visible
Kepler-272 b,889.608,318.5,14.811,2014,not visible
Kepler-271 c,404.542,0.809,13.578,2014,not visible
Kepler-271 b,404.542,2.04,13.578,2014,not visible
Kepler-270 c,948.781,3.78,13.9,2014,not visible
Kepler-270 b,948.781,4.7,13.9,2014,not visible
Kepler-269 b,2257.32,6.66,15.646,2014,not visible
Kepler-268 c,851.87,11.4,13.844,2014,not visible
Kepler-268 b,851.87,7.04,13.844,2014,not visible
Kepler-267 d,264.993,5.77,16.69,2014,not visible
Kepler-254 d,1389.48,6.8,16.012,2014,not visible
Kepler-254 c,1389.48,3.2,16.012,2014,not visible
Kepler-254 b,1389.48,14.3,16.012,2014,not visible
Kepler-240 c,746.927,418.6,15.953,2014,not visible
Kepler-238 b,1798.75,3.64,15.297,2014,not visible
Kepler-238 c,1798.75,6.3,15.297,2014,not visible
Kepler-238 d,1798.75,9.64,15.297,2014,not visible
Kepler-239 b,648.109,6.04,15.252,2014,not visible
Kepler-239 c,648.109,6.85,15.252,2014,not visible
Kepler-240 b,746.927,2.45,15.953,2014,not visible
Kepler-241 b,512,6.04,15.708,2014,not visible
Kepler-245 c,861.527,923.0,15.546,2014,not visible
Kepler-241 c,512,7.13,15.708,2014,not visible
Kepler-242 b,600.241,7.32,15.489,2014,not visible
Kepler-243 b,693.86,6.57,15.159,2014,not visible
Kepler-243 c,693.86,4.62,15.159,2014,not visible
Kepler-244 b,1036.49,8.05,15.747,2014,not visible
Kepler-244 d,1036.49,15.2,15.747,2014,not visible
Kepler-237 c,657.822,4.98,15.689,2014,not visible
HIP 105854 b,78.6381,10660.0,5.64,2014,visible
HIP 116454 b,62.4491,10.1,10.19,2014,not visible
WASP-99 b,158.66,3159.0,9.475,2014,not visible
WASP-98 b,281.742,1198.6,13.252,2014,not visible
WASP-96 b,352.464,624.0,12.569,2014,not visible
Kepler-330 b,717.527,2.39,15.569,2014,not visible
WASP-88 b,523.756,546.0,11.388,2014,not visible
HIP 97233 b,102.275,24943.1,7.34,2014,not visible
WASP-69 b,49.9605,377.0,9.873,2014,not visible
WASP-117 b,157.963,390.0,10.139,2014,not visible
WASP-106 b,352.181,2106.0,11.21,2014,not visible
WASP-104 b,185.932,1653.6,11.779,2014,not visible
WASP-103 b,375.647,1937.0,12.402,2014,not visible
WASP-101 b,201.224,663.0,10.336,2014,not visible
WASP-100 b,364.411,1638.0,10.798,2014,not visible
HD 154857 c,63.4482,3354.0,7.24,2014,not visible
Kepler-245 b,861.527,7.13,15.546,2014,not visible
Kepler-245 d,861.527,21.6,15.546,2014,not visible
Kepler-253 c,838.595,7.51,15.778,2014,not visible
Kepler-250 b,760.585,1.51,15.819,2014,not visible
KOI-1257 b,656,1885.0,14.818,2014,not visible
Kepler-247 c,663.711,15.7,15.199,2014,not visible
Kepler-248 b,738.792,9.38,15.506,2014,not visible
Kepler-248 c,738.792,15.6,15.506,2014,not visible
Kepler-249 b,190.401,1.32,16.37,2014,not visible
Kepler-249 d,190.401,3.09,16.37,2014,not visible
Kepler-250 c,760.585,5.82,15.819,2014,not visible
Kepler-246 c,626.078,2.86,15.197,2014,not visible
Kepler-251 b,924.625,2.33,15.541,2014,not visible
Kepler-251 c,924.625,8.1,15.541,2014,not visible
Kepler-251 d,924.625,8.1,15.541,2014,not visible
Kepler-251 e,924.625,8.1,15.541,2014,not visible
Kepler-252 c,379.424,5.27,15.406,2014,not visible
Kepler-253 b,838.595,3.29,15.778,2014,not visible
Kepler-427 b,1017.8,377.0,14.301,2014,not visible
Kepler-426 b,843.695,442.0,15.032,2014,not visible
Kepler-425 b,646.647,325.0,14.845,2014,not visible
Kepler-424 b,698.646,1339.0,14.429,2014,not visible
Kepler-423 b,758.753,773.5,14.462,2014,not visible
Kepler-421 b,348.558,16.1,13.611,2014,not visible
Kepler-419 b,1011.36,3250.0,13.089,2014,not visible
Kepler-417 c,973.989,7.7,15.864,2014,not visible
Kepler-417 b,973.989,11.0,15.864,2014,not visible
Kepler-416 b,690.819,237.9,14.166,2014,not visible
WTS-2 b,1030.7683444,1456.0,15.954,2014,not visible
WASP-97 b,151.068,1768.0,10.57,2014,not visible
Kepler-415 c,530.487,4.7,16.142,2014,not visible
Kepler-414 c,413.46,29.9,13.378,2014,not visible
Kepler-414 b,413.46,3.5,13.378,2014,not visible
Kepler-412 b,1086.24,1223.3,14.399,2014,not visible
Kepler-247 b,663.711,3.33,15.199,2014,not visible
Kepler-279 b,1037.4,12.8,13.647,2014,not visible
Kepler-280 c,780.361,4.7,14.35,2014,not visible
WASP-68 b,226.399,1404.0,10.674,2014,not visible
Kepler-319 b,503.436,3.29,13.926,2014,not visible
Kepler-315 b,1160.63,13.7,15.546,2014,not visible
Kepler-315 c,1160.63,16.1,15.546,2014,not visible
Kepler-316 c,384.938,1.65,15.81,2014,not visible
Kepler-317 b,940.584,448.5,15.665,2014,not visible
Kepler-317 c,940.584,3.61,15.665,2014,not visible
Kepler-318 c,489.141,13.1,13.442,2014,not visible
Kepler-319 c,503.436,7.41,13.926,2014,not visible
Kepler-313 c,1079.3952487,7.13,14.304,2014,not visible
Kepler-319 d,503.436,5.86,13.926,2014,not visible
Kepler-320 c,826.613,2.45,13.494,2014,not visible
Kepler-321 b,384.542,3.78,12.918,2014,not visible
Kepler-321 c,384.542,5.99,12.918,2014,not visible
Kepler-112 c,513.206,6.35,13.927,2014,not visible
Kepler-332 b,344.19,1.71,14.243,2014,not visible
Kepler-314 c,268.881,8.75,12.64,2014,not visible
Kepler-313 b,1079.3952487,6.94,14.304,2014,not visible
Kepler-281 b,1745.45,8.35,15.931,2014,not visible
Kepler-332 c,344.19,1.32,14.243,2014,not visible
Kepler-109 b,474.861,4.9,12.398,2014,not visible
Kepler-334 d,426.59,2.57,12.834,2014,not visible
Kepler-334 b,426.59,1.46,12.834,2014,not visible
Kepler-333 c,324.413,1.41,15.052,2014,not visible
Kepler-110 c,586.531,5.52,13.003,2014,not visible
Kepler-333 b,324.413,28.2,15.052,2014,not visible
Kepler-308 c,1335.92,5.31,16.019,2014,not visible
Kepler-312 c,797.72,10.1,13.01,2014,not visible
Kepler-309 b,544.568,3.05,15.418,2014,not visible
Kepler-309 c,544.568,6.85,15.418,2014,not visible
Kepler-310 c,602.268,11.4,14.376,2014,not visible
Kepler-310 d,602.268,7.0,14.376,2014,not visible
Kepler-311 b,778.654,3.53,13.902,2014,not visible
Kepler-311 c,778.654,2.63,13.902,2014,not visible
Kepler-116 c,955.168,5.9,13.744,2014,not visible
Kepler-119 b,701.996,12.6,14.375,2014,not visible
Kepler-121 b,510.523,6.08,14.904,2014,not visible
Kepler-325 b,823.242,8.8,15.175,2014,not visible
Kepler-158 b,315.177,5.14,14.743,2014,not visible
Kepler-160 c,937.013,13.6,14.816,2014,not visible
Kepler-322 c,400.48,3.43,13.687,2014,not visible
Kepler-323 b,454.883,3.9,12.78,2014,not visible
Kepler-323 c,454.883,6.8,12.78,2014,not visible
Kepler-324 c,501.574,10.1,14.222,2014,not visible
Kepler-325 c,823.242,6.99,15.175,2014,not visible
Kepler-122 d,1027.45,5.48,14.403,2014,not visible
Kepler-326 b,487.675,182.0,13.734,2014,not visible
Kepler-326 c,487.675,17.4,13.734,2014,not visible
Kepler-326 d,487.675,6.9,13.734,2014,not visible
Kepler-327 b,241.987,1.41,15.611,2014,not visible
Kepler-327 d,241.987,3.64,15.611,2014,not visible
Kepler-330 c,717.527,4.46,15.569,2014,not visible
Kepler-156 b,443.483,5.9,14.339,2014,not visible
Kepler-154 b,915.212,5.73,14.646,2014,not visible
Kepler-151 c,649.919,5.02,14.957,2014,not visible
Kepler-150 c,891.092,13.2,15.161,2014,not visible
Kepler-331 c,580.119,4.04,16.199,2014,not visible
Kepler-142 b,548.686,4.62,13.277,2014,not visible
Kepler-140 b,583.859,3.22,13.018,2014,not visible
Kepler-138 c,66.8624,2.3,13.04,2014,not visible
Kepler-136 c,420.818,4.62,11.822,2014,not visible
Kepler-134 c,334.797,2.13,12.318,2014,not visible
Kepler-132 c,349.549,2.18,11.922,2014,not visible
Kepler-131 c,228.678,8.25,11.493,2014,not visible
Kepler-130 c,316.663,8.75,11.572,2014,not visible
Kepler-331 d,580.119,3.33,16.199,2014,not visible
Kepler-127 b,352.794,2.54,11.746,2014,not visible
Kepler-125 c,183.365,0.33,15.431,2014,not visible
Kepler-124 b,420.046,0.315,14.4,2014,not visible
Kepler-107 d,525.997,7.7,12.543,2014,not visible
Kepler-106 e,444.322,11.17,12.923,2014,not visible
Kepler-106 b,444.322,5.3,12.923,2014,not visible
Kepler-291 c,1786.48,4.19,16.218,2014,not visible
Kepler-290 c,694.627,7.75,15.775,2014,not visible
GJ 687 b,4.54939,17.2,9.15,2014,not visible
WASP-28 b,348.494,1155.7,12.274,2014,not visible
Kepler-292 b,1056.48,2.3,16.303,2014,not visible
Kepler-296 b,167,3.22,16.363,2014,not visible
Kepler-292 c,1056.48,2.76,16.303,2014,not visible
Kepler-292 e,1056.48,7.61,16.303,2014,not visible
Kepler-292 f,1056.48,6.12,16.303,2014,not visible
Kepler-293 b,974.633,9.64,15.452,2014,not visible
Kepler-294 b,1357.01,3.78,15.948,2014,not visible
Kepler-294 c,1357.01,7.8,15.948,2014,not visible
Kepler-290 b,694.627,5.69,15.775,2014,not visible
Kepler-289 d,704.438,4.0,14.142,2014,not visible
Kepler-289 b,704.438,7.3,14.142,2014,not visible
Kepler-288 d,1194.15,7.61,15.283,2014,not visible
Kepler-288 c,1194.15,8.5,15.283,2014,not visible
Kepler-288 b,1194.15,3.43,15.283,2014,not visible
Kepler-287 b,835.86,6.04,14.952,2014,not visible
Kepler-286 e,1226.85,3.78,15.863,2014,not visible
Kepler-286 d,1226.85,2.33,15.863,2014,not visible
Kepler-286 b,1226.85,2.07,15.863,2014,not visible
Kepler-285 c,824.31,1.46,15.198,2014,not visible
Kepler-285 b,824.31,2.36,15.198,2014,not visible
Kepler-284 b,1031.95,5.65,15.944,2014,not visible
Kepler-283 c,468.094,3.97,16.216,2014,not visible
Kepler-283 b,468.094,5.18,16.216,2014,not visible
Kepler-282 c,1337.61,1.87,15.444,2014,not visible
Kepler-282 b,1337.61,1.01,15.444,2014,not visible
Kepler-295 c,1699.19,1.71,14.631,2014,not visible
Kepler-296 c,167,4.66,16.363,2014,not visible
Kepler-104 c,400.785,7.144,12.697,2014,not visible
Kepler-300 b,1098.45,3.43,14.25,2014,not visible
Kepler-306 c,775.679,6.12,15.575,2014,not visible
Kepler-306 e,775.679,5.77,15.575,2014,not visible
Kepler-297 b,692.14,198.9,14.326,2014,not visible
Kepler-297 c,692.14,171.6,14.326,2014,not visible
Kepler-298 d,518.204,6.8,15.617,2014,not visible
Kepler-299 b,1052.24,2.3,15.232,2014,not visible
Kepler-301 c,719.166,2.39,14.458,2014,not visible
Kepler-296 d,167,5.02,16.363,2014,not visible
Kapteyn c,3.93305,7.0,8.86,2014,not visible
Kepler-335 b,1278.97,11.4,14.111,2014,not visible
Kepler-100 b,304.645,7.34,11.055,2014,not visible
Kepler-101 b,927.981,208.0,13.7,2014,not visible
Kepler-102 d,107.796,3.0,12.072,2014,not visible
Kepler-103 b,494.832,9.8,11.883,2014,not visible
Kepler-306 b,775.679,2.92,15.575,2014,not visible
Kepler-305 d,868.477,9.1,15.851,2014,not visible
Kepler-335 c,1278.97,9.64,14.111,2014,not visible
Kepler-304 d,434.684,8.0,15.065,2014,not visible
Kepler-304 c,434.684,5.35,15.065,2014,not visible
Kepler-304 b,434.684,8.55,15.065,2014,not visible
Kepler-303 c,209.738,1.55,14.917,2014,not visible
Kepler-303 b,209.738,0.64,14.917,2014,not visible
Kepler-302 c,1402.58,,15.694,2014,not visible
Kepler-302 b,1402.58,15.5,15.694,2014,not visible
Kepler-301 d,719.166,3.71,14.458,2014,not visible
Kepler-300 c,1098.45,5.69,14.25,2014,not visible
Kepler-299 e,1052.24,4.16,15.232,2014,not visible
Kepler-299 c,1052.24,7.51,15.232,2014,not visible
Kepler-298 c,518.204,4.38,15.617,2014,not visible
Kepler-296 f,167,3.89,16.363,2014,not visible
WASP-73 b,316.678,3718.0,10.468,2014,not visible
WASP-95 b,137.544,1872.0,10.092,2014,not visible
Kepler-381 c,267.323,1.46,10.47,2014,not visible
Kepler-347 c,1298.88,3.71,14.567,2014,not visible
Kepler-331 b,580.119,3.97,16.199,2014,not visible
Kepler-332 d,344.19,1.76,14.243,2014,not visible
Kepler-334 c,426.59,2.63,12.834,2014,not visible
Kepler-336 b,768.86,1.04,13.677,2014,not visible
Kepler-341 e,1047.03,4.62,14.739,2014,not visible
Kepler-343 c,927.193,4.74,14.063,2014,not visible
Kepler-345 c,260,2.2,14.344,2014,not visible
Kepler-349 c,940.724,4.5,14.915,2014,not visible
Kepler-327 c,241.987,20.3,15.611,2014,not visible
Kepler-351 c,1083.91,11.1,16.229,2014,not visible
Kepler-353 c,384.694,2.48,16.126,2014,not visible
Kepler-355 b,1432.17,2.73,15.242,2014,not visible
Kepler-357 c,688.573,7.61,15.735,2014,not visible
Kepler-359 b,1443.21,12.2,15.805,2014,not visible
Kepler-360 c,876.044,5.06,15.011,2014,not visible
Kepler-362 c,1090.51,2.7,14.608,2014,not visible
Kepler-329 b,439.719,2.54,15.886,2014,not visible
Kepler-325 d,823.242,8.2,15.175,2014,not visible
Kepler-369 b,214,1.51,16.429,2014,not visible
Kepler-373 c,1090.45,2.07,14.596,2014,not visible
Kepler-370 b,1167.94,3.15,15.467,2014,not visible
Kepler-370 c,1167.94,4.31,15.467,2014,not visible
Kepler-371 c,813.192,3.82,13.997,2014,not visible
Kepler-372 b,1493.95,2.42,14.928,2014,not visible
Kepler-372 c,1493.95,5.02,14.928,2014,not visible
Kepler-372 d,1493.95,3.5,14.928,2014,not visible
Kepler-373 b,1090.45,2.42,14.596,2014,not visible
Kepler-374 b,1265.61,1.08,14.701,2014,not visible
Kepler-324 b,501.574,1.55,14.222,2014,not visible
Kepler-374 c,1265.61,1.37,14.701,2014,not visible
Kepler-374 d,1265.61,2.27,14.701,2014,not visible
Kepler-375 b,1238.81,2.7,15.643,2014,not visible
Kepler-375 c,1238.81,7.51,15.643,2014,not visible
Kepler-318 b,489.141,19.9,13.442,2014,not visible
Kepler-320 b,826.613,1.55,13.494,2014,not visible
Kepler-322 b,400.48,1.01,13.687,2014,not visible
Kepler-364 c,891.462,5.27,13.754,2014,not visible
Kepler-376 b,923.067,1.24,13.86,2014,not visible
Kepler-376 c,923.067,3.86,13.86,2014,not visible
Kepler-383 b,470,2.3,15.473,2014,not visible
Kepler-234 c,1733.1,12.1,15.747,2014,not visible
Kepler-235 b,428.018,5.6,16.567,2014,not visible
Kepler-235 d,428.018,4.86,16.567,2014,not visible
Kepler-235 e,428.018,5.56,16.567,2014,not visible
Kepler-236 b,288.763,3.09,16.014,2014,not visible
Kepler-237 b,657.822,2.57,15.689,2014,not visible
Kepler-382 c,935.446,3.15,14.907,2014,not visible
Kepler-384 c,895.678,1.51,13.734,2014,not visible
Kepler-377 b,823.804,2.51,14.081,2014,not visible
Kepler-385 b,1432.61,12.8,15.76,2014,not visible
Kepler-385 c,1432.61,13.2,15.76,2014,not visible
Kepler-386 b,882.462,2.51,15.949,2014,not visible
Kepler-387 b,801.052,1.08,14.129,2014,not visible
Kepler-387 c,801.052,0.64,14.129,2014,not visible
Kepler-388 b,425,0.457,15.218,2014,not visible
Kepler-389 b,816.559,2.89,15.769,2014,not visible
Kepler-234 b,1733.1,13.2,15.747,2014,not visible
Kepler-233 b,856.417,6.48,15.477,2014,not visible
Kepler-232 c,1349.13,14.0,15.565,2014,not visible
Kepler-232 b,1349.13,9.69,15.565,2014,not visible
Kepler-378 b,152.094,0.347,12.619,2014,not visible
Kepler-378 c,152.094,0.271,12.619,2014,not visible
Kepler-379 b,731.274,3.39,13.475,2014,not visible
Kepler-379 c,731.274,5.86,13.475,2014,not visible
Kepler-380 c,813.713,2.15,13.74,2014,not visible
Kepler-381 b,267.323,0.937,10.47,2014,not visible
Kepler-227 b,1083.06,9.85,15.623,2014,not visible
Kepler-227 c,1083.06,9.48,15.623,2014,not visible
Kepler-228 c,1644.61,7.75,15.902,2014,not visible
Kepler-228 d,1644.61,15.4,15.902,2014,not visible
Kepler-229 b,826.265,5.48,16.22,2014,not visible
Kepler-229 d,826.265,14.2,16.22,2014,not visible
Kepler-230 b,740.754,16.8,15.264,2014,not visible
Kepler-230 c,740.754,4.82,15.264,2014,not visible
Kepler-231 c,316.618,24.1,15.813,2014,not visible
Kepler-369 c,214,2.57,16.429,2014,not visible
Kepler-368 b,770.978,10.7,12.946,2014,not visible
Kepler-390 b,435.277,0.477,14.231,2014,not visible
Kepler-308 b,1335.92,5.14,16.019,2014,not visible
Kepler-286 c,1226.85,2.45,15.863,2014,not visible
Kepler-287 c,835.86,10.7,14.952,2014,not visible
Kepler-289 c,704.438,546.0,14.142,2014,not visible
Kepler-291 b,1786.48,5.31,16.218,2014,not visible
Kepler-298 b,518.204,4.5,15.617,2014,not visible
Kepler-301 b,719.166,2.39,14.458,2014,not visible
Kepler-306 d,775.679,6.66,15.575,2014,not visible
GJ 849 c,8.80058,1287.0,10.41,2014,not visible
Kepler-1705 b,1633.49,4.47,15.8,2014,not visible
Kepler-310 b,602.268,1.81,14.376,2014,not visible
Kepler-312 b,797.72,2.21,13.01,2014,not visible
Kepler-314 b,268.881,0.498,12.64,2014,not visible
Kepler-316 b,384.938,1.2,15.81,2014,not visible
Kepler-31 d,1664.64,8840.0,15.496,2014,not visible
Kepler-362 b,1090.51,0.615,14.608,2014,not visible
Kepler-363 b,762.596,1.65,13.472,2014,not visible
Kepler-284 c,1031.95,7.32,15.944,2014,not visible
Kepler-281 c,1745.45,24.4,15.931,2014,not visible
Kepler-367 c,188.027,1.87,13.193,2014,not visible
Kepler-357 d,688.573,11.6,15.735,2014,not visible
Kepler-354 d,554.064,2.07,15.771,2014,not visible
Kepler-355 c,1432.17,7.8,15.242,2014,not visible
Kepler-1972 c,287.339,2.11,11.23,2014,not visible
Kepler-1972 b,287.339,2.02,11.23,2014,not visible
Kepler-356 b,707.559,3.09,13.058,2014,not visible
Kepler-356 c,707.559,3.93,13.058,2014,not visible
Kepler-357 b,688.573,4.04,15.735,2014,not visible
Kepler-358 b,1101.1,7.85,15.516,2014,not visible
KOI-4777.01,172.245,405.756,16.413,2014,not visible
Kepler-358 c,1101.1,8.5,15.516,2014,not visible
Kepler-359 c,1443.21,2.9,15.805,2014,not visible
Kepler-359 d,1443.21,2.7,15.805,2014,not visible
Kepler-360 b,876.044,3.36,15.011,2014,not visible
Kepler-361 b,930.32,2.7,13.635,2014,not visible
Kepler-361 c,930.32,6.9,13.635,2014,not visible
Kepler-278 b,443.03,15.6,11.811,2014,not visible
Kepler-363 c,762.596,271.7,13.472,2014,not visible
Kepler-363 d,762.596,4.86,13.472,2014,not visible
Kepler-224 e,782.088,4.54,15.801,2014,not visible
Kepler-222 b,758.854,10.1,15.407,2014,not visible
Kepler-222 d,758.854,13.2,15.407,2014,not visible
Kepler-223 b,1859.71,7.4,15.69,2014,not visible
Kepler-223 c,1859.71,5.1,15.69,2014,not visible
Kepler-223 e,1859.71,4.8,15.69,2014,not visible
Kepler-224 b,782.088,2.51,15.801,2014,not visible
Kepler-224 c,782.088,9.91,15.801,2014,not visible
Kepler-225 b,561.101,1.87,16.294,2014,not visible
Kepler-364 b,891.462,3.02,13.754,2014,not visible
Kepler-225 c,561.101,4.04,16.294,2014,not visible
Kepler-226 b,980.138,24.0,15.563,2014,not visible
Kepler-226 d,980.138,1.98,15.563,2014,not visible
Kepler-365 b,1038.99,4.82,14.771,2014,not visible
Kepler-365 c,1038.99,3.33,14.771,2014,not visible
Kepler-366 b,1856.28,2.73,14.952,2014,not visible
Kepler-367 b,188.027,2.24,13.193,2014,not visible
Kepler-221 e,385.231,7.41,13.97,2014,not visible
Kepler-221 d,385.231,7.9,13.97,2014,not visible
Kepler-221 c,385.231,15.1,13.97,2014,not visible
Kepler-220 e,171.109,2.33,13.049,2014,not visible
Kepler-292 d,1056.48,5.6,16.303,2014,not visible
Kepler-293 c,974.633,14.0,15.452,2014,not visible
Kepler-295 d,1699.19,2.42,14.631,2014,not visible
Kepler-296 e,167,2.96,16.363,2014,not visible
Kepler-299 d,1052.24,4.12,15.232,2014,not visible
Kepler-217 b,1104.64,5.6,13.155,2014,not visible
Kepler-217 c,1104.64,4.08,13.155,2014,not visible
Kepler-218 b,656.38,2.79,14.035,2014,not visible
Kepler-218 c,656.38,10.0,14.035,2014,not visible
Kepler-219 b,787.07,9.01,13.823,2014,not visible
Kepler-219 c,787.07,12.5,13.823,2014,not visible
Kepler-219 d,787.07,19.1,13.823,2014,not visible
Kepler-220 b,171.109,0.457,13.049,2014,not visible
Kepler-220 c,171.109,3.09,13.049,2014,not visible
Kepler-220 d,171.109,0.904,13.049,2014,not visible
Kepler-389 c,816.559,2.73,15.769,2014,not visible
Kepler-329 c,439.719,4.38,15.886,2014,not visible
Kepler-391 b,869.236,10.3,13.177,2014,not visible
Kepler-405 b,1065.08,4.98,16.181,2014,not visible
GJ 180 c,11.9407,6.4,10.914,2014,not visible
GJ 229 b,5.75624,14.938,8.15,2014,not visible
GJ 27.1 b,23.6062,13.0,11.45,2014,not visible
GJ 422 b,12.6631,11.07,11.66,2014,not visible
Kepler-428 b,686.284,1651.0,15.362,2014,not visible
Kepler-424 c,698.646,9061.0,14.429,2014,not visible
Kepler-422 b,722.795,559.0,13.524,2014,not visible
Kepler-419 c,1011.36,9490.0,13.089,2014,not visible
Kepler-418 b,1002.53,1430.0,14.824,2014,not visible
Kepler-408 b,88.7832,5.0,8.834,2014,not visible
Kepler-391 c,869.236,12.3,13.177,2014,not visible
Kepler-406 c,364.03,2.71,12.603,2014,not visible
Kepler-405 c,1065.08,19.6,16.181,2014,not visible
Kepler-404 c,812.524,3.61,15.479,2014,not visible
GJ 160.2 b,25.8557,10.2,9.7,2014,not visible
Kepler-403 c,840.269,3.71,12.818,2014,not visible
Kepler-403 b,840.269,2.1,12.818,2014,not visible
Kepler-402 e,625.339,2.73,13.27,2014,not visible
Kepler-402 c,625.339,3.05,13.27,2014,not visible
Kepler-402 b,625.339,1.98,13.27,2014,not visible
Kepler-401 c,965.56,5.27,13.366,2014,not visible
Kepler-400 c,845.97,2.83,13.762,2014,not visible
Kepler-400 b,845.97,3.36,13.762,2014,not visible
Kepler-399 d,740.537,4.23,14.686,2014,not visible
Kepler-399 c,740.537,2.63,14.686,2014,not visible
Kepler-398 c,177.355,1.01,13.499,2014,not visible
GJ 433 c,9.06456,32.422,9.81,2014,not visible
Kepler-416 c,690.819,6.57,14.166,2014,not visible
GJ 180 b,11.9407,6.49,10.914,2014,not visible
XO-2 S c,151.398,1781.0,11.196,2014,not visible
Kepler-413 b,847.536,274.3,15.885,2014,not visible
KIC 10001893 c,1672.94,,15.829,2014,not visible
Beta Cancri b,89.0472,10140.0,3.51012,2014,visible
Beta Ursae Minoris b,38.77472,7930.0,2.0569,2014,visible
GU Piscium b,47.5501,14690.0,14.146,2014,not visible
Mu Leonis b,32.6081,3120.0,3.86648,2014,visible
BD-11 4672 b,27.1665,845.0,10.03,2014,not visible
HD 141399 b,37.0169,586.3,7.20856,2014,not visible
HD 141399 c,37.0169,1729.0,7.20856,2014,not visible
