all_planet_names,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date,visibility_from_naked_eyes
Kepler-1247 b,1045.92,6.04,15.925,2016,not visible
Kepler-553 c,728.525,8710.0,15.034,2016,not visible
Kepler-553 b,728.525,474.5,15.034,2016,not visible
Kepler-1572 b,946.602,0.779,13.879,2016,not visible
Kepler-1571 b,675.303,2.92,13.975,2016,not visible
Kepler-1570 b,918.995,1.24,14.242,2016,not visible
Kepler-1569 b,945.454,3.46,14.123,2016,not visible
Kepler-1567 b,1206.11,7.9,15.92,2016,not visible
Kepler-1566 b,466.586,0.418,14.564,2016,not visible
Kepler-1565 b,629.93,1.81,15.381,2016,not visible
Kepler-1564 b,908.805,2.76,15.124,2016,not visible
Kepler-1563 b,616.697,0.347,13.696,2016,not visible
Kepler-1562 b,2060.72,12.3,15.303,2016,not visible
Kepler-1561 b,839.076,1.32,14.734,2016,not visible
Kepler-1560 b,502.497,0.64,13.505,2016,not visible
Kepler-351 d,1083.91,7.85,16.229,2016,not visible
Kepler-1574 b,1384.16,2.21,15.188,2016,not visible
Kepler-1575 b,1246.92,2.27,15.53,2016,not visible
Kepler-1576 b,460.91,1.12,13.439,2016,not visible
Kepler-1577 b,510.029,1.51,15.228,2016,not visible
Kepler-623 b,737.702,9.32,15.028,2016,not visible
Kepler-554 b,690.525,17.0,14.49,2016,not visible
Kepler-1589 b,1513.14,1.32,15.074,2016,not visible
Kepler-1588 b,924.141,0.363,13.94,2016,not visible
Kepler-1587 b,1026.48,2.33,14.166,2016,not visible
Kepler-1586 b,552.55,2.92,13.278,2016,not visible
Kepler-1585 b,944.465,3.86,16.326,2016,not visible
Kepler-1584 b,1416.31,3.22,15.105,2016,not visible
Kepler-1583 b,403.933,0.156,12.976,2016,not visible
Kepler-154 f,915.212,2.86,14.646,2016,not visible
Kepler-1582 b,78.8906,2.83,17.96,2016,not visible
Kepler-154 e,915.212,2.86,14.646,2016,not visible
Kepler-154 d,915.212,14.1,14.646,2016,not visible
Kepler-1581 b,493.175,0.437,12.442,2016,not visible
Kepler-1580 b,1002.02,5.1,12.635,2016,not visible
Kepler-1579 b,466,0.52,15.49,2016,not visible
Kepler-1578 b,1064.05,1.12,15.585,2016,not visible
Kepler-1489 b,1283.05,3.78,14.983,2016,not visible
Kepler-1499 b,309.869,1.81,13.676,2016,not visible
Kepler-1487 b,1014.62,5.18,13.6,2016,not visible
Kepler-1434 b,775.529,1.41,12.198,2016,not visible
Kepler-1637 b,567.187,0.64,13.375,2016,not visible
Kepler-1636 b,1947.54,10.5,15.807,2016,not visible
Kepler-1041 b,1485.82,8.96,14.576,2016,not visible
Kepler-1039 b,306.91,2.73,14.438,2016,not visible
Kepler-1635 b,1069.45,12.9,15.82,2016,not visible
Kepler-1634 b,617.339,10.3,14.636,2016,not visible
Kepler-1633 b,1114.91,3.12,13.516,2016,not visible
Kepler-1038 b,584.136,12.2,15.03,2016,not visible
Kepler-1632 b,716.76,6.66,13.22,2016,not visible
Kepler-1631 b,1305.99,2.39,15.673,2016,not visible
Kepler-1630 b,331.213,5.43,14.278,2016,not visible
Kepler-1629 b,336.09,0.381,12.786,2016,not visible
Kepler-1628 b,352,33.8,17.8298,2016,not visible
Kepler-1627 b,317.437,13.2,13.111,2016,not visible
Kepler-1626 b,1368.83,4.74,14.357,2016,not visible
Kepler-1625 b,2310.11,30.6,16.227,2016,not visible
Kepler-1624 b,258.979,27.6,16.597,2016,not visible
Kepler-1638 b,1525.52,4.16,14.769,2016,not visible
Kepler-1639 b,1031.31,7.18,14.593,2016,not visible
Kepler-1640 b,1859.78,20.7,14.754,2016,not visible
Kepler-1042 b,659,5.43,16.004,2016,not visible
Kepler-1432 b,2171.87,5.56,15.594,2016,not visible
Kepler-1431 b,1623.24,2.76,15.4,2016,not visible
Kepler-1430 b,875.523,1.76,15.567,2016,not visible
Kepler-1429 b,1214.09,2.21,15.053,2016,not visible
Kepler-1428 b,1530.32,3.33,13.759,2016,not visible
Kepler-1044 b,1278.96,7.61,15.478,2016,not visible
Kepler-1043 b,903.332,7.04,14.949,2016,not visible
Kepler-539 c,307.318,3120.0,12.444,2016,not visible
Kepler-1641 b,860.37,9.85,14.49,2016,not visible
Kepler-1646 b,127.591,2.04,16.8419,2016,not visible
Kepler-1486 b,1769.14,5.99,15.317,2016,not visible
Kepler-1644 b,629.27,4.19,14.397,2016,not visible
Kepler-1643 b,341.774,5.99,14.072,2016,not visible
Kepler-1642 c,413.873,7.56,14.319,2016,not visible
Kepler-1642 b,413.873,10.3,14.319,2016,not visible
Kepler-1641 c,860.37,9.01,14.49,2016,not visible
Kepler-1037 b,446.914,2.18,14.475,2016,not visible
Kepler-1623 b,837.481,2.27,15.205,2016,not visible
Kepler-1622 b,796.477,2.76,13.437,2016,not visible
Kepler-1605 b,546.23,1.28,12.592,2016,not visible
Kepler-1611 b,908.444,0.457,14.627,2016,not visible
Kepler-1610 b,864.331,3.22,16.077,2016,not visible
Kepler-1609 b,1826.04,5.56,15.159,2016,not visible
Kepler-541 b,1060.68,11.2,13.383,2016,not visible
Kepler-1608 b,832,3.64,16.265,2016,not visible
Kepler-1607 b,1286.1,0.721,13.969,2016,not visible
Kepler-1606 b,831.287,4.94,15.396,2016,not visible
Kepler-1604 b,541.189,2.57,15.224,2016,not visible
Kepler-1613 b,1508.33,4.98,14.192,2016,not visible
Kepler-540 b,390.374,7.8,12.293,2016,not visible
Kepler-1603 b,2712.58,2.21,15.397,2016,not visible
Kepler-1602 b,629.804,2.36,13.362,2016,not visible
Kepler-1601 b,644.456,0.477,13.842,2016,not visible
Kepler-1600 b,1030.81,9.96,16.076,2016,not visible
Kepler-1599 b,1328.2,3.26,14.97,2016,not visible
Kepler-814 b,2055.77,5.14,14.859,2016,not visible
Kepler-1612 b,764.726,1.08,14.936,2016,not visible
Kepler-1614 b,1191.19,2.83,16.01,2016,not visible
Kepler-1621 b,1631.66,5.31,15.151,2016,not visible
Kepler-548 b,751.776,,15.266,2016,not visible
Kepler-1620 b,895.069,3.22,13.69,2016,not visible
Kepler-1035 b,562.116,1.71,13.097,2016,not visible
K2-26 b,99.0504,7.61,14.528,2016,not visible
Kepler-552 b,843.689,14.8,14.476,2016,not visible
Kepler-550 b,531.944,17.9,14.626,2016,not visible
Kepler-549 c,635.145,8.91,14.805,2016,not visible
Kepler-549 b,635.145,11.0,14.805,2016,not visible
Kepler-546 b,1019.65,39.1,14.325,2016,not visible
Kepler-1615 b,1393.83,4.9,14.603,2016,not visible
Kepler-1619 b,734.85,0.363,13.438,2016,not visible
Kepler-1618 b,1229.25,2.13,13.672,2016,not visible
Kepler-1617 b,898.31,1.87,13.811,2016,not visible
Kepler-545 b,818.001,7.7,14.205,2016,not visible
Kepler-544 b,963.18,5.14,13.667,2016,not visible
Kepler-543 b,221.802,6.8,13.598,2016,not visible
Kepler-1616 b,1137.81,1.04,13.491,2016,not visible
Kepler-1433 b,1328,3.05,15.051,2016,not visible
Kepler-1645 b,1202.47,3.82,14.566,2016,not visible
Kepler-1435 b,704.211,0.566,12.984,2016,not visible
Kepler-1056 b,982.51,9.32,14.772,2016,not visible
Kepler-1061 b,543.375,4.58,13.319,2016,not visible
Kepler-1060 b,946.565,6.26,14.827,2016,not visible
Kepler-1477 b,680.828,1.76,14.72,2016,not visible
Kepler-1465 b,359.497,3.78,14.724,2016,not visible
Kepler-1464 c,1151.73,0.972,14.358,2016,not visible
Kepler-1464 b,1151.73,3.39,14.358,2016,not visible
Kepler-1436 b,2530.62,2.27,15.119,2016,not visible
Kepler-1059 b,713.167,3.64,15.785,2016,not visible
Kepler-1478 b,1845.58,3.64,15.409,2016,not visible
Kepler-1058 b,491.997,7.85,15.869,2016,not visible
Kepler-1463 b,1687.47,4.12,15.905,2016,not visible
Kepler-1462 b,1017.82,14.0,15.888,2016,not visible
Kepler-1461 b,679.106,4.78,15.828,2016,not visible
Kepler-1460 b,553.218,4.5,16.166,2016,not visible
Kepler-1459 b,455.479,2.42,14.893,2016,not visible
Kepler-1458 b,544.45,8.05,14.434,2016,not visible
Kepler-1456 b,370.312,1.55,15.777,2016,not visible
Kepler-1476 b,1002.74,3.43,15.574,2016,not visible
Kepler-1475 b,1568.38,8.85,15.36,2016,not visible
Kepler-1466 b,631.949,3.02,14.026,2016,not visible
Kepler-1354 b,1119.45,9.11,14.59,2016,not visible
Kepler-1473 b,652.253,1.81,13.486,2016,not visible
Kepler-1350 b,340.691,6.9,16.577,2016,not visible
Kepler-1474 b,1180.9,5.31,15.35,2016,not visible
Kepler-1350 c,340.691,3.64,16.577,2016,not visible
Kepler-1351 b,202.782,0.208,14.328,2016,not visible
Kepler-1352 b,670.829,0.64,13.338,2016,not visible
Kepler-1353 b,593.384,3.89,15.734,2016,not visible
Kepler-1355 b,911.269,2.73,15.595,2016,not visible
Kepler-1467 b,852.888,10.9,15.83,2016,not visible
Kepler-1356 b,845.228,2.96,15.887,2016,not visible
Kepler-1063 b,343.226,2.83,13.029,2016,not visible
Kepler-1471 b,978.678,2.57,15.421,2016,not visible
Kepler-1470 b,590.601,1.24,15.252,2016,not visible
Kepler-1469 b,1159.3,8.25,16.2388,2016,not visible
Kepler-1468 c,1899.24,1.6,15.111,2016,not visible
Kepler-1468 b,1899.24,3.64,15.111,2016,not visible
Kepler-1455 b,357.621,5.31,16.06,2016,not visible
Kepler-1457 b,889.885,4.62,14.066,2016,not visible
Kepler-1454 b,780.566,4.19,15.009,2016,not visible
Kepler-1443 b,593.646,0.871,12.313,2016,not visible
Kepler-1453 b,1196.04,7.61,15.695,2016,not visible
Kepler-1055 b,389.397,2.04,13.194,2016,not visible
Kepler-1440 b,1115.35,2.13,14.24,2016,not visible
Kepler-1054 b,1090.51,7.41,14.143,2016,not visible
Kepler-1053 b,151.129,0.904,13.576,2016,not visible
Kepler-1051 b,829.343,11.5,13.212,2016,not visible
Kepler-1050 c,490.488,2.79,13.198,2016,not visible
Kepler-1482 b,567.556,1.01,13.967,2016,not visible
Kepler-1483 b,1273.78,2.92,14.52,2016,not visible
Kepler-1484 b,2879.83,5.1,15.351,2016,not visible
Kepler-1485 b,615.66,2.76,13.411,2016,not visible
Kepler-1050 b,490.488,3.19,13.198,2016,not visible
Kepler-1048 b,556.006,3.22,15.138,2016,not visible
Kepler-1047 c,817.647,0.937,13.46,2016,not visible
Kepler-1047 b,817.647,5.02,13.46,2016,not visible
Kepler-1046 b,721.534,3.57,13.347,2016,not visible
Kepler-1439 b,225.393,2.73,17.0484,2016,not visible
Kepler-1438 b,1154.13,0.779,14.983,2016,not visible
Kepler-1437 b,2101.69,2.45,15.701,2016,not visible
Kepler-1442 b,608.68,14.7,12.114,2016,not visible
Kepler-1441 b,1110.48,2.27,14.29,2016,not visible
Kepler-1444 b,319.675,5.39,12.363,2016,not visible
Kepler-1480 b,500.892,3.43,14.703,2016,not visible
Kepler-1452 b,996.32,7.75,13.215,2016,not visible
Kepler-1451 b,1058.72,11.2,15.313,2016,not visible
Kepler-1450 b,505.829,3.57,15.923,2016,not visible
Kepler-1449 b,2006.48,3.46,15.142,2016,not visible
Kepler-1445 b,506.357,0.84,12.407,2016,not visible
Kepler-1479 b,728.668,4.01,13.914,2016,not visible
Kepler-1472 b,1479.14,4.27,14.666,2016,not visible
Kepler-1446 b,152.075,0.477,12.595,2016,not visible
Kepler-1481 b,459.076,2.04,14.929,2016,not visible
Kepler-1448 b,768.903,3.22,14.592,2016,not visible
Kepler-1447 b,890.296,8.75,14.747,2016,not visible
K2-11 b,329.309,182.0,13.409,2015,not visible
KIC 8540376 b,1072.3,15.8,14.411,2015,not visible
Kepler-430 c,917.477,3.71,13.908,2015,not visible
Kepler-454 c,230.869,5863.0,11.567,2015,not visible
psi1 Draconis B b,22.7188,1989.0,5.808,2015,visible
HIP 107773 b,105.18,2574.0,5.62,2015,visible
HIP 65891 b,150.292,7654.4,6.75,2015,not visible
51 Eridani b,29.7575,2600.0,5.21149,2015,visible
K2-6 b,316.819,6.8,12.66,2015,not visible
Kepler-435 b,1418.77,1092.0,13.704,2015,not visible
HATS-13 b,421.855,705.9,13.911,2015,not visible
Kepler-454 b,230.869,5.4,11.567,2015,not visible
KELT-8 b,197.572,858.0,10.845,2015,not visible
Kepler-446 b,96.339,2.86,17.5041,2015,not visible
Kepler-444 d,36.4396,0.2,8.87,2015,not visible
Kepler-442 b,365.965,2.36,15.322,2015,not visible
Kepler-439 b,757.048,5.65,14.654,2015,not visible
Kepler-436 b,588.867,7.9,15.971,2015,not visible
K2-22 b,243.836,1820.0,15.565,2015,not visible
Kepler-434 b,1222.54,3718.0,14.49,2015,not visible
Kepler-431 c,486.546,0.229,12.139,2015,not visible
K2-3 b,44.0727,5.11,12.168,2015,not visible
KELT-6 c,240.726,4823.0,10.371,2015,not visible
WASP-41 c,163.371,4134.0,11.632,2015,not visible
K2-16 c,334.967,6.99,14.668,2015,not visible
WASP-47 c,264.78,2041.0,11.936,2015,not visible
WASP-47 d,264.78,14.2,11.936,2015,not visible
WASP-47 e,264.78,6.77,11.936,2015,not visible
KIC 8540376 c,1072.3,6.35,14.411,2015,not visible
WASP-135 b,298.214,2470.0,13.181,2015,not visible
VHS J125601.92-125723.9 b,12.7,20800.0,17.73,2015,not visible
HATS-14 b,513.011,1392.3,14.052,2015,not visible
K2-13 b,342.394,4.23,12.882,2015,not visible
Alpha Tauri b,20.4332,8411.0,0.872,2015,visible
HD 95127 b,676.579,13819.0,8.15,2015,not visible
2MASS J19383260+4603591 b,396.332,2470.0,12.651,2015,not visible
HATS-6 b,169.318,414.7,15.044,2015,not visible
Kepler-440 b,301.03,4.12,15.637,2015,not visible
Kepler-441 b,268.003,3.33,15.567,2015,not visible
Kepler-443 b,802.271,6.04,16.207,2015,not visible
HD 67087 b,76.5217,3978.0,8.05,2015,not visible
HD 67087 c,76.5217,6305.0,8.05,2015,not visible
HIP 67851 c,64.1181,9018.1,6.17,2015,not visible
HIP 67851 b,64.1181,2038.4,6.17,2015,not visible
K2-3 c,44.0727,2.68,12.168,2015,not visible
WASP-89 b,290.946,7670.0,13.21,2015,not visible
KOI-12 b,399.398,1430.0,11.51,2015,not visible
Kepler-447 b,268.041,1781.0,12.52,2015,not visible
Kepler-446 d,96.339,2.39,17.5041,2015,not visible
Kepler-445 d,127.201,2.1,18.19,2015,not visible
Kepler-445 b,127.201,3.12,18.19,2015,not visible
Kepler-444 f,36.4396,0.332,8.87,2015,not visible
Kepler-438 b,195.9428717,1.46,15.104,2015,not visible
Kepler-437 b,304,5.22,14.628,2015,not visible
Kepler-433 b,1878.31,3666.0,14.717,2015,not visible
K2-5 c,202.943,5.73,14.974,2015,not visible
HATS-8 b,794.637,179.4,14.512,2015,not visible
K2-21 b,83.6448,4.04,12.851,2015,not visible
K2-21 c,83.6448,6.76,12.851,2015,not visible
HD 219134 d,6.5418,16.17,5.54,2015,visible
K2-4 b,231.828,5.06,14.855,2015,not visible
K2-5 b,202.943,4.31,14.974,2015,not visible
K2-7 b,738.553,7.61,13.453,2015,not visible
Kepler-432 b,848.023,7033.0,12.398,2015,not visible
K2-8 b,403.513,12.5,14.801,2015,not visible
K2-9 b,82.9631,5.69,15.86,2015,not visible
HD 145934 b,227.881,2693.6,8.495,2015,not visible
Kepler-430 b,917.477,10.6,13.908,2015,not visible
Kepler-431 b,486.546,0.37,12.139,2015,not visible
Kepler-431 d,486.546,1.41,12.139,2015,not visible
Kepler-444 c,36.4396,0.079,8.87,2015,not visible
HD 216536 b,376.233,1365.0,9.229,2015,not visible
Kepler-444 b,36.4396,0.037,8.87,2015,not visible
HD 1605 b,88.8047,1214.2,7.52,2015,not visible
HATS-10 b,534.889,683.8,13.202,2015,not visible
HATS-9 b,638.7,1088.1,13.256,2015,not visible
Kepler-444 e,36.4396,0.1,8.87,2015,not visible
Kepler-432 c,848.023,3159.0,12.398,2015,not visible
HD 1666 b,117.908,8359.0,8.17,2015,not visible
HD 1605 c,88.8047,4706.0,7.52,2015,not visible
KELT-7 b,136.681,1807.0,8.56,2015,not visible
Kepler-446 c,96.339,1.41,17.5041,2015,not visible
HAT-P-56 b,320.639,3003.0,10.92,2015,not visible
HAT-P-55 b,511.388,774.8,13.197,2015,not visible
Kepler-449 b,241.949,4.88,11.448,2015,not visible
Kepler-449 c,241.949,8.07,11.448,2015,not visible
Kepler-450 b,455.982,19.4,11.991,2015,not visible
Kepler-450 c,455.982,12.5,11.991,2015,not visible
Kepler-445 c,127.201,6.85,18.19,2015,not visible
Kepler-450 d,455.982,17.6,11.991,2015,not visible
K2-10 b,272.36,27.0,12.429,2015,not visible
K2-19 c,289.827,10.8,13.024,2015,not visible
K2-12 b,326.381,5.2,12.38,2015,not visible
K2-14 b,364.048,20.7,15.78,2015,not visible
K2-15 b,493.992,6.71,14.758,2015,not visible
K2-16 b,334.967,4.74,14.668,2015,not visible
K2-17 b,125.106,5.6,13.411,2015,not visible
K2-18 b,38.0266,8.92,13.477,2015,not visible
WASP-83 b,271.103,390.0,12.312,2015,not visible
Kepler-452 b,551.727,3.29,13.54,2015,not visible
WASP-74 b,149.216,936.0,9.75,2015,not visible
HD 7924 d,16.9922,6.44,7.17896,2015,not visible
HD 7924 c,16.9922,7.86,7.17896,2015,not visible
Kepler-92 d,477.992,11.867,11.671,2015,not visible
WASP-20 b,211.877,404.3,10.675,2015,not visible
Kepler-453 b,442.846,16.0,13.672,2015,not visible
BD+49 828 b,442.042,2080.0,9.381,2015,not visible
K2-19 b,289.827,32.4,13.024,2015,not visible
HAT-P-54 b,143.651,988.0,13.398,2015,not visible
LkCa 15 b,158.152,,12.025,2015,not visible
HAT-P-51 b,440.089,399.1,13.51,2015,not visible
Wolf 1061 d,4.30592,7.7,10.1,2015,not visible
Wolf 1061 c,4.30592,3.41,10.1,2015,not visible
Wolf 1061 b,4.30592,1.91,10.1,2015,not visible
HD 219134 h,6.5418,442.0,5.54,2015,visible
HD 219134 g,6.5418,10.806,5.54,2015,visible
HATS-7 b,240.707,38.14,13.347,2015,not visible
HD 1461 c,23.4534,5.59,6.47933,2015,not visible
HD 164595 b,28.254,16.14,7.08597,2015,not visible
HD 204313 c,47.7945,17.163,7.99,2015,not visible
KIC 3558849 b,1215.7,38.1,14.32,2015,not visible
CoRoT-29 b,806.507,1105.0,15.408,2015,not visible
K2-25 b,44.9565,24.5,16.21,2015,not visible
HAT-P-57 b,279.86,1833.0,10.639,2015,not visible
HAT-P-53 b,666.802,1929.2,13.78,2015,not visible
KIC 9663113 b,1594.74,19.2,14.027,2015,not visible
HD 175607 b,40.3303,8.98,8.6,2015,not visible
HD 219134 f,6.5418,7.3,5.54,2015,visible
HAT-P-52 b,361.155,1063.4,14.107,2015,not visible
HD 33844 c,105.779,2275.0,7.29,2015,not visible
HD 33844 b,105.779,2613.0,7.29,2015,not visible
LkCa 15 c,158.152,,12.025,2015,not visible
HD 219134 c,6.5418,4.36,5.54,2015,visible
CoRoT-28 b,766.183,629.2,13.783,2015,not visible
HD 32963 b,38.0786,2691.0,7.6,2015,not visible
KIC 10525077 b,1461.15,25.9,15.592,2015,not visible
KIC 5437945 b,1274.01,33.6,13.834,2015,not visible
HD 95872 b,72.2195,4862.0,9.955,2015,not visible
GJ 3341 b,23.619,6.6,12.062,2015,not visible
WASP-82 b,275.664,1521.0,10.073,2015,not visible
GJ 3293 c,20.1903,21.09,11.945,2015,not visible
GJ 3293 b,20.1903,23.54,11.945,2015,not visible
8 Ursae Minoris b,162.552,1703.0,6.83295,2015,not visible
K2-3 d,44.0727,2.2,12.168,2015,not visible
HD 219134 b,6.5418,4.74,5.54,2015,visible
GJ 1132 b,12.613,1.66,13.68,2015,not visible
HD 24064 b,300.247,16757.0,6.74616,2015,not visible
HD 12648 b,182.192,2548.0,6.98656,2015,not visible
HD 11755 b,235.045,7319.0,6.88269,2015,not visible
HAT-P-50 b,515.458,1755.0,11.703,2015,not visible
Kepler-349 b,940.724,386.1,14.915,2014,not visible
Kepler-348 c,570.783,2.33,12.676,2014,not visible
Kepler-348 b,570.783,2.92,12.676,2014,not visible
Kepler-350 b,956.859,4.08,13.965,2014,not visible
Kepler-26 d,335.307,1.24,15.853,2014,not visible
Kepler-216 c,1187.47,9.48,14.054,2014,not visible
Kepler-352 b,252.733,0.566,13.142,2014,not visible
Kepler-351 b,1083.91,4.8,16.229,2014,not visible
Kepler-214 b,1208.44,7.32,14.057,2014,not visible
Kepler-216 b,1187.47,6.12,14.054,2014,not visible
Kepler-253 d,838.595,10.2,15.778,2014,not visible
Kepler-206 b,594.447,1.87,13.507,2014,not visible
Kepler-207 c,875.519,2.86,13.164,2014,not visible
Kepler-208 d,775.328,1.87,13.561,2014,not visible
Kepler-210 c,232.75,12.8,14.126,2014,not visible
Kepler-212 c,687.194,7.95,13.129,2014,not visible
Kepler-242 c,600.241,4.66,15.489,2014,not visible
Kepler-244 c,1036.49,4.86,15.747,2014,not visible
Kepler-246 b,626.078,6.08,15.197,2014,not visible
Kepler-247 d,663.711,14.7,15.199,2014,not visible
Kepler-249 c,190.401,2.89,16.37,2014,not visible
Kepler-250 d,760.585,5.39,15.819,2014,not visible
Kepler-252 b,379.424,2.04,15.406,2014,not visible
Kepler-255 b,1052.53,3.02,15.699,2014,not visible
Kepler-215 e,485.997,3.71,13.678,2014,not visible
Kepler-256 e,1026.43,6.12,15.178,2014,not visible
Kepler-258 b,575.988,15.5,15.49,2014,not visible
Kepler-25 d,243.249,293.8,10.769,2014,not visible
Kepler-260 b,627.365,4.7,14.253,2014,not visible
Kepler-262 b,613.129,2.42,14.478,2014,not visible
Kepler-264 c,942.173,8.4,13.15,2014,not visible
Kepler-265 e,1280.25,7.22,15.47,2014,not visible
Kepler-267 c,264.993,5.18,16.69,2014,not visible
Kepler-214 c,1208.44,5.18,14.057,2014,not visible
Kepler-215 b,485.997,3.26,13.678,2014,not visible
Kepler-215 c,485.997,3.78,13.678,2014,not visible
Kepler-215 d,485.997,23.6,13.678,2014,not visible
Kepler-269 c,2257.32,3.5,15.646,2014,not visible
Kepler-85 e,765.025,0.6,14.89,2014,not visible
Kepler-80 d,369.451,6.75,15.23,2014,not visible
Kepler-199 c,521.054,10.6,13.796,2014,not visible
Kepler-201 b,636.445,6.62,12.991,2014,not visible
Kepler-201 c,636.445,8.5,12.991,2014,not visible
Kepler-203 b,703.302,7.13,14.14,2014,not visible
Kepler-203 c,703.302,3068.0,14.14,2014,not visible
Kepler-203 d,703.302,33.9,14.14,2014,not visible
Kepler-204 c,686.723,3.86,13.977,2014,not visible
Kepler-205 b,159.72,2.89,13.779,2014,not visible
Kepler-205 c,159.72,3.33,13.779,2014,not visible
Kepler-206 c,594.447,3.78,13.507,2014,not visible
Kepler-206 d,594.447,1.81,13.507,2014,not visible
Kepler-207 b,875.519,3.09,13.164,2014,not visible
Kepler-207 d,875.519,11.0,13.164,2014,not visible
Kepler-208 b,775.328,3.29,13.561,2014,not visible
Kepler-208 c,775.328,2.51,13.561,2014,not visible
Kepler-208 e,775.328,2.79,13.561,2014,not visible
Kepler-200 c,665.912,3.15,13.932,2014,not visible
